configuration,1,2,4,5,8,10,16,20,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,14.167716641399997,7.669251937833335,4.968003105733333,4.249543164433335,2.6497476438666667,2.597324373,1.525360026166667,1.2480797248000002,0.8962008007000001,0.8590944167333334
