configuration,1,2,4,5,8,10,16,20,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,14.165950432166666,7.773169072199999,4.881208238333334,4.280715614299999,2.6499096233,2.6034321351000007,1.5281657154000006,1.2528845641333335,0.8733221865333334,0.8520125038999998
