configuration,1,2,4,5,8,10,16,20,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,14.167656611999998,7.938652149033334,4.9455509801333335,4.2702049122,2.6495807114333343,2.5974494339999996,1.5278677853333338,1.2494346334000002,0.8629999689666668,0.8511281114333334
