configuration,1,2,4,5,8,10,16,20,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,14.168137483400004,7.862563690166667,4.905180242699998,4.2202719526,2.6495570612,2.596808494666667,1.5254901333333337,1.2496821887666667,0.8595532986333333,0.8491810373
