Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,3223.0,0.00154716,0
ParGA_PopSize_80_Evals300K_CR_0.9,3158.5333333333333,1.5941520379,64.4666666666667
ParGA_PopSize_120_Evals300K_CR_0.8,3164.9333333333334,1.4835223794999997,58.066666666666606
ParGA_PopSize_160_Evals300K_CR_1.0,3223.0,1.705497001666667,0.0
ParGA_PopSize_120_Evals300K_CR_0.7,3137.4,1.3728945449666663,85.59999999999991
ParGA_PopSize_160_Evals300K_CR_0.9,3200.2,1.5949933057666665,22.800000000000182
ParGA_PopSize_160_Evals300K_CR_0.8,3181.6,1.4833910445333336,41.40000000000009
ParGA_PopSize_120_Evals300K_CR_1.0,3217.9666666666667,1.7058529340000002,5.033333333333303
ParGA_PopSize_40_Evals300K_CR_0.9,3115.0,1.5961530001333335,108.0
ParGA_PopSize_160_Evals300K_CR_0.7,3157.233333333333,1.3706157214333332,65.76666666666688
ParGA_PopSize_80_Evals300K_CR_0.8,3134.8333333333335,1.4819751743666671,88.16666666666652
ParGA_PopSize_120_Evals300K_CR_0.9,3187.366666666667,1.5970028618333338,35.63333333333321
ParGA_PopSize_80_Evals300K_CR_1.0,3206.766666666667,1.7071871429333334,16.23333333333312
ParGA_PopSize_40_Evals300K_CR_0.8,3103.5666666666666,1.4853129679666672,119.4333333333334
ParGA_PopSize_40_Evals300K_CR_0.7,3089.133333333333,1.3736255512999995,133.8666666666668
ParGA_PopSize_40_Evals300K_CR_1.0,3144.766666666667,1.7075671005000002,78.23333333333312
ParGA_PopSize_80_Evals300K_CR_0.7,3119.8,1.3711451377666668,103.19999999999982
