Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,41175.0,0.155449,0
ParGA_PopSize_120_Evals300K_CR_0.7,35008.8,10.982301140966666,6166.199999999997
ParGA_PopSize_120_Evals300K_CR_1.0,38069.96666666667,14.178025362633331,3105.033333333333
ParGA_PopSize_120_Evals300K_CR_0.9,37191.73333333333,13.109382361633335,3983.26666666667
ParGA_PopSize_160_Evals300K_CR_0.7,36571.03333333333,10.971699546333335,4603.966666666667
ParGA_PopSize_80_Evals300K_CR_0.9,35116.1,13.104322147166666,6058.9000000000015
ParGA_PopSize_40_Evals300K_CR_0.8,30894.933333333334,12.034229207833336,10280.066666666666
ParGA_PopSize_160_Evals300K_CR_0.8,37689.333333333336,12.041276574166664,3485.6666666666642
ParGA_PopSize_40_Evals300K_CR_1.0,32127.333333333332,14.167536910433332,9047.666666666668
ParGA_PopSize_80_Evals300K_CR_0.7,33077.4,10.981374348933334,8097.5999999999985
ParGA_PopSize_120_Evals300K_CR_0.8,36111.666666666664,12.031734498833334,5063.333333333336
ParGA_PopSize_160_Evals300K_CR_1.0,39327.666666666664,14.167656611999998,1847.3333333333358
ParGA_PopSize_80_Evals300K_CR_0.8,34132.76666666667,12.03769368946667,7042.23333333333
ParGA_PopSize_160_Evals300K_CR_0.9,38554.066666666666,13.107348305766667,2620.9333333333343
ParGA_PopSize_40_Evals300K_CR_0.9,31470.233333333334,13.106713337300002,9704.766666666666
ParGA_PopSize_80_Evals300K_CR_1.0,35813.4,14.172938825333338,5361.5999999999985
ParGA_PopSize_40_Evals300K_CR_0.7,30218.733333333334,10.973162335433335,10956.266666666666
