Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,32076.0,0.152743,0
ParGA_PopSize_160_Evals300K_CR_0.7,30503.833333333332,10.976530861066669,1572.1666666666679
ParGA_PopSize_40_Evals300K_CR_0.7,30208.1,10.973861478500002,1867.9000000000015
ParGA_PopSize_80_Evals300K_CR_0.8,30450.066666666666,12.048681256933337,1625.9333333333343
ParGA_PopSize_160_Evals300K_CR_0.8,30683.933333333334,12.038010734533335,1392.0666666666657
ParGA_PopSize_40_Evals300K_CR_0.8,30246.5,12.034771291666663,1829.5
ParGA_PopSize_40_Evals300K_CR_1.0,30468.4,14.166275505133335,1607.5999999999985
ParGA_PopSize_160_Evals300K_CR_0.9,30880.333333333332,13.103140586766667,1195.6666666666679
ParGA_PopSize_120_Evals300K_CR_0.9,30714.733333333334,13.105163820000001,1361.2666666666664
ParGA_PopSize_80_Evals300K_CR_0.7,30322.466666666667,10.982365472166666,1753.5333333333328
ParGA_PopSize_120_Evals300K_CR_0.7,30410.233333333334,10.982547713600002,1665.7666666666664
ParGA_PopSize_80_Evals300K_CR_0.9,30593.1,13.110703826966667,1482.9000000000015
ParGA_PopSize_80_Evals300K_CR_1.0,31021.933333333334,14.166312057766667,1054.0666666666657
ParGA_PopSize_120_Evals300K_CR_1.0,31419.666666666668,14.170014214766663,656.3333333333321
ParGA_PopSize_40_Evals300K_CR_0.9,30303.233333333334,13.099958901166671,1772.7666666666664
ParGA_PopSize_120_Evals300K_CR_0.8,30545.2,12.042048854766666,1530.7999999999993
ParGA_PopSize_160_Evals300K_CR_1.0,31626.233333333334,14.166168790299997,449.7666666666664
