Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,24976.0,0.1532,0
ParGA_PopSize_120_Evals300K_CR_0.8,24975.933333333334,12.0358745499,0.06666666666569654
ParGA_PopSize_160_Evals300K_CR_1.0,24976.0,14.167716641399997,0.0
ParGA_PopSize_80_Evals300K_CR_0.8,24975.5,12.035462331966666,0.5
ParGA_PopSize_120_Evals300K_CR_0.9,24976.0,13.1057024603,0.0
ParGA_PopSize_80_Evals300K_CR_1.0,24976.0,14.159802425533334,0.0
ParGA_PopSize_80_Evals300K_CR_0.9,24975.933333333334,13.096526433200003,0.06666666666569654
ParGA_PopSize_40_Evals300K_CR_0.7,24974.366666666665,10.974230219500003,1.633333333335031
ParGA_PopSize_160_Evals300K_CR_0.9,24976.0,13.099643439333335,0.0
ParGA_PopSize_160_Evals300K_CR_0.8,24975.9,12.036018273433333,0.09999999999854481
ParGA_PopSize_120_Evals300K_CR_0.7,24975.7,10.969656498033332,0.2999999999992724
ParGA_PopSize_40_Evals300K_CR_0.9,24975.566666666666,13.101904288866669,0.43333333333430346
ParGA_PopSize_120_Evals300K_CR_1.0,24976.0,14.160266099566662,0.0
ParGA_PopSize_40_Evals300K_CR_1.0,24975.966666666667,14.157878067100002,0.03333333333284827
ParGA_PopSize_80_Evals300K_CR_0.7,24975.566666666666,10.9752405125,0.43333333333430346
ParGA_PopSize_40_Evals300K_CR_0.8,24974.8,12.042122019,1.2000000000007276
ParGA_PopSize_160_Evals300K_CR_0.7,24975.966666666667,10.971203378,0.03333333333284827
