Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,2703.0,0.00186557,0
ParGA_PopSize_40_Evals300K_CR_0.8,2596.2,1.4866625467666665,106.80000000000018
ParGA_PopSize_160_Evals300K_CR_0.8,2665.8333333333335,1.4826349937333334,37.166666666666515
ParGA_PopSize_80_Evals300K_CR_0.8,2635.8333333333335,1.4822213133333335,67.16666666666652
ParGA_PopSize_160_Evals300K_CR_0.7,2649.0333333333333,1.372785210666667,53.9666666666667
ParGA_PopSize_40_Evals300K_CR_0.7,2589.1666666666665,1.374839960166667,113.83333333333348
ParGA_PopSize_80_Evals300K_CR_0.9,2656.266666666667,1.5961563851333334,46.73333333333312
ParGA_PopSize_120_Evals300K_CR_1.0,2696.866666666667,1.7068384415,6.133333333333212
ParGA_PopSize_80_Evals300K_CR_0.7,2621.3,1.3705649482000004,81.69999999999982
ParGA_PopSize_160_Evals300K_CR_0.9,2681.5,1.5948689126333337,21.5
ParGA_PopSize_120_Evals300K_CR_0.7,2642.7,1.3754766021666667,60.30000000000018
ParGA_PopSize_40_Evals300K_CR_1.0,2640.266666666667,1.7092846157333332,62.73333333333312
ParGA_PopSize_120_Evals300K_CR_0.9,2672.9666666666667,1.5999016355,30.033333333333303
ParGA_PopSize_160_Evals300K_CR_1.0,2701.0333333333333,1.7049146901333334,1.966666666666697
ParGA_PopSize_80_Evals300K_CR_1.0,2683.9333333333334,1.7066492756333338,19.066666666666606
ParGA_PopSize_40_Evals300K_CR_0.9,2617.4666666666667,1.5962828670666664,85.5333333333333
ParGA_PopSize_120_Evals300K_CR_0.8,2648.9666666666667,1.4868104251333334,54.0333333333333
