Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,12446.0,0.0383076,0
ParGA_PopSize_160_Evals300K_CR_0.9,12446.0,6.716010139033333,0.0
ParGA_PopSize_40_Evals300K_CR_0.8,12445.633333333333,6.182341336133335,0.36666666666678793
ParGA_PopSize_80_Evals300K_CR_0.9,12446.0,6.7099479016000005,0.0
ParGA_PopSize_80_Evals300K_CR_0.8,12445.8,6.1884720664,0.2000000000007276
ParGA_PopSize_120_Evals300K_CR_0.7,12446.0,5.650289379300001,0.0
ParGA_PopSize_80_Evals300K_CR_0.7,12445.7,5.644699426233335,0.2999999999992724
ParGA_PopSize_40_Evals300K_CR_0.7,12445.133333333333,5.647697956133333,0.8666666666667879
ParGA_PopSize_120_Evals300K_CR_1.0,12446.0,7.246087305533335,0.0
ParGA_PopSize_160_Evals300K_CR_0.7,12445.966666666667,5.6417739881000015,0.03333333333284827
ParGA_PopSize_160_Evals300K_CR_0.8,12446.0,6.178945870900001,0.0
ParGA_PopSize_120_Evals300K_CR_0.8,12445.933333333332,6.176993885833335,0.06666666666751553
ParGA_PopSize_80_Evals300K_CR_1.0,12446.0,7.243257381266667,0.0
ParGA_PopSize_160_Evals300K_CR_1.0,12446.0,7.240103342433334,0.0
ParGA_PopSize_120_Evals300K_CR_0.9,12446.0,6.714605333133334,0.0
ParGA_PopSize_40_Evals300K_CR_0.9,12445.733333333334,6.714587537066667,0.26666666666642413
ParGA_PopSize_40_Evals300K_CR_1.0,12446.0,7.2470581077,0.0
