Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,13316.0,0.046009,0
ParGA_PopSize_160_Evals300K_CR_0.7,12811.466666666667,5.646926133666666,504.53333333333285
ParGA_PopSize_40_Evals300K_CR_0.8,12621.333333333334,6.174585313566666,694.6666666666661
ParGA_PopSize_120_Evals300K_CR_0.7,12743.2,5.648837687699999,572.7999999999993
ParGA_PopSize_40_Evals300K_CR_0.7,12574.166666666666,5.644105575,741.8333333333339
ParGA_PopSize_80_Evals300K_CR_0.7,12682.4,5.646536933133334,633.6000000000004
ParGA_PopSize_120_Evals300K_CR_1.0,13188.866666666667,7.249764584166666,127.13333333333321
ParGA_PopSize_160_Evals300K_CR_0.9,13018.8,6.713567282266667,297.2000000000007
ParGA_PopSize_120_Evals300K_CR_0.8,12832.666666666666,6.182297061266666,483.33333333333394
ParGA_PopSize_80_Evals300K_CR_0.8,12748.666666666666,6.179365633399998,567.3333333333339
ParGA_PopSize_160_Evals300K_CR_1.0,13242.0,7.245740736033333,74.0
ParGA_PopSize_160_Evals300K_CR_0.8,12892.0,6.179084809833333,424.0
ParGA_PopSize_40_Evals300K_CR_0.9,12669.433333333332,6.7105670235,646.5666666666675
ParGA_PopSize_80_Evals300K_CR_1.0,13060.566666666668,7.254690094299999,255.43333333333248
ParGA_PopSize_120_Evals300K_CR_0.9,12948.766666666666,6.716110469266667,367.2333333333336
ParGA_PopSize_40_Evals300K_CR_1.0,12777.5,7.2503156808666676,538.5
ParGA_PopSize_80_Evals300K_CR_0.9,12826.6,6.711420066233333,489.39999999999964
