Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,3841.0,0.00149005,0
ParGA_PopSize_160_Evals300K_CR_1.0,3831.233333333333,1.705780499466667,9.766666666666879
ParGA_PopSize_40_Evals300K_CR_0.8,3421.6,1.4843704235000001,419.4000000000001
ParGA_PopSize_80_Evals300K_CR_0.9,3740.0333333333333,1.5964035104666665,100.9666666666667
ParGA_PopSize_40_Evals300K_CR_0.9,3536.3333333333335,1.5976076914,304.6666666666665
ParGA_PopSize_80_Evals300K_CR_1.0,3762.266666666667,1.706750391233333,78.73333333333312
ParGA_PopSize_120_Evals300K_CR_0.9,3799.4,1.5950701896,41.59999999999991
ParGA_PopSize_120_Evals300K_CR_0.7,3741.266666666667,1.3731710838333335,99.73333333333312
ParGA_PopSize_40_Evals300K_CR_0.7,3388.0333333333333,1.3750395209333335,452.9666666666667
ParGA_PopSize_40_Evals300K_CR_1.0,3560.9666666666667,1.7089263017666665,280.0333333333333
ParGA_PopSize_120_Evals300K_CR_1.0,3812.0,1.7062056867000002,29.0
ParGA_PopSize_160_Evals300K_CR_0.9,3820.633333333333,1.592703887166667,20.366666666666788
ParGA_PopSize_80_Evals300K_CR_0.8,3687.9666666666667,1.4835907803,153.0333333333333
ParGA_PopSize_160_Evals300K_CR_0.8,3808.266666666667,1.4830174229,32.73333333333312
ParGA_PopSize_80_Evals300K_CR_0.7,3636.4333333333334,1.3727219110333337,204.5666666666666
ParGA_PopSize_120_Evals300K_CR_0.8,3771.7,1.4853811434000002,69.30000000000018
ParGA_PopSize_160_Evals300K_CR_0.7,3778.133333333333,1.3708161470666669,62.86666666666679
