num_of_cores,Average Elapsed Time (s),speedup
1,3.1777500317600005,1.0
4,2.15608625656,1.4738510679206536
6,3.8248812526600005,0.8308101145754643
8,3.8310286309999997,0.8294769728542916
10,3.82751397308,0.8302386494497538
