num_of_cores,Average Elapsed Time (s),speedup
1,74.88960147030001,1.0
4,20.60784488136,3.6340336362895664
6,38.0293111842,1.9692600033579972
8,38.036995858320005,1.9688621506611192
10,37.93760663978,1.9740201900816137
