Configuration,Average Objective,Average Elapsed Time (s),Avg. difference with optimal
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,18788.9,15.3734822452,1824.0999999999985
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,18783.8,13.280911337000001,1829.2000000000007
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,18765.8,13.940093637799999,1847.2000000000007
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,18820.5,13.427245707999997,1792.5
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,18855.7,13.4170408931,1757.2999999999993
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,18777.3,15.4478824708,1835.7000000000007
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,18758.6,15.2205051145,1854.4000000000015
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,18818.0,15.213207046499999,1795.0
Dynamic,20613.0,0.0295741,696995.0057651796
