Configuration,Average Objective,Average Elapsed Time (s),Ratio Avg Objective / Avg Elapsed Time
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,12497.8,6.6438323919,1881.1130779333048
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,12504.1,6.579092261200001,1900.5813421621328
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,12496.5,7.0177178422,1780.7071017951394
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,12495.5,7.106869530999999,1758.2284218803961
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,12497.1,6.536054191300001,1912.0251506841264
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,12514.6,7.195757582900001,1739.16364688823
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,12500.8,7.069849195000001,1768.1848162816432
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,12481.4,6.5381330471,1909.0159086830065
Dynamic,13316.0,0.0170575,780653.6714055401
