Configuration,Average Objective,Average Elapsed Time (s),Avg. difference with optimal
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,13866.6,6.953648694399999,6851.4
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,13469.8,8.0683587827,7248.200000000001
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,13703.5,8.137081939,7014.5
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,13399.1,7.0238778525,7318.9
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,13506.2,8.1263736134,7211.799999999999
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,13391.5,7.0691333938,7326.5
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,13683.0,6.956481149,7035.0
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,13600.8,8.191598276499999,7117.200000000001
Dynamic,20718.0,0.0230782,897730.3255886508
