Configuration,Average Objective,Average Elapsed Time (s),Avg. difference with optimal
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,2539.6,1.6407091045999997,163.4000000000001
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,2553.5,1.5806056272000002,149.5
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_OMP,2552.0,1.5623970991,151.0
SSGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,2541.1,1.5588096989,161.9000000000001
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,2554.2,1.6520463053,148.80000000000018
SSGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_OMP,2548.1,1.6831846237,154.9000000000001
One-vs-OneGA_PopSize32_Evals250K_MR0.050000_CR_0.800000_SEQ,2538.4,1.5538347653,164.5999999999999
One-vs-OneGA_PopSize32_Evals250K_MR0.100000_CR_0.700000_SEQ,2546.1,1.6494391551,156.9000000000001
Dynamic,2703.0,0.000658297,4106049.3971566027
