Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 1344.9, 3.5446929609
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 1338.8, 2.1499454368000004
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 1338.4, 2.2765739931
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 1344.7, 3.2575798450999995
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 1340.6, 2.2508285926
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 1341.7, 2.1623952243
Dynamic, 1345.0, 0.000246196
