Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 2640.4, 3.1718949544
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 2646.3, 3.389285218
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 2612.0, 3.3867196309
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 2655.6, 3.156022404
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 3404.9, 5.427339740799999
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 3299.1, 5.204389647499999
Dynamic, 3832.0, 0.00086314
