Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 1422.7, 2.1501160068000003
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 1750.0, 3.0337366106000005
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 1828.6, 3.2034321614999994
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 1410.5, 2.2708298634
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 1523.7, 2.2569923326000003
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 1430.1, 2.1537282931999995
Dynamic, 1969.0, 0.00023609
