Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 18910.2, 55.63476928739999
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 18737.7, 20.4890806656
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 18908.3, 70.7225540888
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 18732.3, 22.4583586459
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 18711.4, 20.698983506500003
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 18710.4, 22.736455156300003
Dynamic, 20613.0, 0.0295741
