Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 1579.9, 2.2666758919000003
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 1583.6, 2.1567405655
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 1611.9, 3.2747606375000005
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 1578.7, 2.1565803073999996
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 1583.8, 2.2471986274
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 1605.3, 3.5135533554
Dynamic, 1675.0, 0.00012608
