Configuration, Best/Avg. Results, Avg. Time
SSGA_PopSize32_Evals1e6_MR005_CR_08_PSTL, 2528.1, 3.3201272468
SSGA_PopSize32_Evals1e6_MR01_CR_07_Seq, 2533.0, 6.5507335282
SSGA_PopSize32_Evals1e6_MR01_CR_07_OMP4, 2526.2, 3.1134181338
SSGA_PopSize32_Evals1e6_MR005_CR_08_Seq, 2533.0, 7.251380964099999
SSGA_PopSize32_Evals1e6_MR005_CR_08_OMP4, 2519.0, 3.3472324591000002
SSGA_PopSize32_Evals1e6_MR01_CR_07_PSTL, 2529.4, 3.1075488305
Dynamic, 2533.0, 0.000927109
