configuration,1,2,4,5,8,10,15,16,20,30,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,3.6068641574333338,5.9699079760333325,4.368814722566667,4.4317684013,5.484322801633336,5.530258639833334,5.358765168466669,5.2456235679333325,3.2275817141666665,1.2649841176666665,1.1457083569,0.8472919116
