configuration,1,2,4,5,8,10,15,16,20,30,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,3.6101314624,6.027459557066666,5.067752579400001,5.068023271266668,5.473368844933332,5.5289902359,5.3504385562333345,5.265152029333333,3.1893021667333334,1.2767810638333337,1.1140793535333335,0.8653320611333335
