configuration,1,2,4,5,8,10,15,16,20,30,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,3.6064235985666664,5.929629989833334,4.780516838233335,4.757013716900001,5.380185378533335,5.625572819199999,5.376072370166667,5.354844500366668,3.094338303666667,1.247691350866667,1.0806608616,0.7987232387333333
