configuration,1,2,4,5,8,10,15,16,20,30,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,3.6089190251333347,5.908148132433332,5.103366470199999,4.964326937333334,5.533237626200001,5.665236979200001,5.531289225933333,5.377703636533335,3.2035986781666663,1.2244934631666669,1.1213013254333333,0.8307882284333332
