configuration,1,2,4,5,8,10,15,16,20,30,32,40
ParGA_PopSize_160_Evals300K_CR_1.0,3.6103268215333344,5.760847182900002,4.926579379333333,4.984725964866667,5.4275817339333345,5.627605868900001,5.333765196066667,5.2395836142,3.243187806666667,1.2862456981333337,1.1188680156666668,0.8464941470333334
