Configuration,average_best_objective,average_elapsed_time,diff_with_optimal
Dynamic,1345.0,0.000246196,0
One-vs-OneGA_PopSize32_Evals500K_MR0.100000_CR_0.700000_OMP_2,1343.8,1.1521005557000001,1.2000000000000455
One-vs-OneGA_PopSize32_Evals500K_MR0.050000_CR_0.800000_OMP_2,1343.5,1.0692302909,1.5
SSGA_PopSize32_Evals500K_MR0.050000_CR_0.800000_OMP_2,1343.5,1.0635073484,1.5
One-vs-OneGA_PopSize32_Evals500K_MR0.050000_CR_0.800000_SEQ,1343.4,1.0626841545,1.599999999999909
SSGA_PopSize32_Evals500K_MR0.100000_CR_0.700000_SEQ,1344.1,1.1390633836000001,0.900000000000091
SSGA_PopSize32_Evals500K_MR0.050000_CR_0.800000_SEQ,1344.2,1.063953951,0.7999999999999545
SSGA_PopSize32_Evals500K_MR0.100000_CR_0.700000_OMP_2,1342.4,1.1414154978000002,2.599999999999909
One-vs-OneGA_PopSize32_Evals500K_MR0.100000_CR_0.700000_SEQ,1343.8,1.1302058573,1.2000000000000455
